ID,understood consent,voluntary consent,publication consent,data storage consent,mainconsent-1,vision/hearing,cognitive/dyslexia,prop_distraction,headphones,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Viewport Size,same_day,age,gender,nationality,location,abroad,education,L1,dialect,dialect_additions,age of onset,length of study,abroad_stay,length of stay,English qualification,English qual_additions,L3,L3_additions,listeningprofscore,readingprofscore,writingprofscore,speakingprofscore,sum_prof,mean_prof,level,prof_test_score,mean_test,Englishhours_listen,Arabichours_listen,Otherhours_listen,Englishhours_read,Arabichours_read,Otherhours_read,Englishhours_interact,Arabichours_interact,Otherhours_interact,prop_English_hours,prop_English_lit_hours,prop_Arabic_hours,prop_arabic_lit_hours
5751031,Yes,Yes,Yes,Yes,Yes,Yes,No,0.41,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1280x712,1,36,f,American,USA,no,bachelors,English,American,California,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,1,6,0,1,12,0,1,0.909090909,0.181818182,0,0
5755301,Yes,Yes,Yes,Yes,Yes,Yes,No,0.18,earphones,mobile,Samsung SM-G960U,Android,Chrome,692x280,1,18,n,American,UK,yes,secondary,English,American,,,,no,none,,,Spanish,"(Mexian), Japanese, Mandarin",0,0,0,0,0,0,none,,,12,0,8,12,0,9,12,0,4,0.631578947,0.210526316,0,0
5765135,Yes,Yes,Yes,Yes,Yes,Yes,No,0.06,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x577,1,19,f,British,UK,no,secondary,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,9,0,1,3,0,0,4,0,0,0.941176471,0.176470588,0,0
5780967,Yes,Yes,Yes,Yes,Yes,Yes,No,0.24,no_headphones,mobile,Samsung SM-A528B,Android,Samsung Browser,723x288,1,30,f,British,UK,no,bachelors,English,British,Geordie,,,no,none,,,French,,0,0,0,0,0,0,none,,,8,0,0,12,0,0,9,0,0,1,0.413793103,0,0
5831108,Yes,Yes,Yes,Yes,Yes,Yes,No,0.09,earphones,computer,Desktop or Laptop,Mac OS,Safari,1366x917,1,23,f,British,UK,no,secondary,English,British,yorkshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,6,0,0,7,0,0,1,0.24,0,0
5706491,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1368x793,1,19,m,British,UK,no,secondary,English,British,Southern,,,no,none,,,French,,1,0,0,0,1,0.25,none,,,12,0,2,12,0,1,12,0,1,0.9,0.3,0,0
5755300,Yes,Yes,Yes,Yes,Yes,Yes,No,0.04,headphones,computer,Desktop or Laptop,Windows,Firefox,1920x947,1,19,m,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,10,0,2,8,0,1,8,0,0,0.896551724,0.275862069,0,0
5762777,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.16,no_headphones,mobile,Apple iPhone,iOS,Chrome,736x350,1,38,n,American,USA,no,bachelors,English,American,,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,12,0,2,10,0,0,8,0,0,0.9375,0.3125,0,0
5670727,Yes,Yes,Yes,Yes,Yes,Yes,No,0.07,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1353x814,1,19,f,British,UK,no,professional qualification,English,British,Northern,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,12,0,9,12,0,3,12,0,3,0.705882353,0.235294118,0,0
5750994,Yes,Yes,Yes,Yes,Yes,Yes,No,0.04,no_headphones,computer,Desktop or Laptop,Windows,Firefox,1835x943,1,29,n,Canadian,Canada,no,masters,English,Canadian,,,,no,none,,,none,,0,0,0,0,0,0,none,,,11,0,0,5,0,0,3,0,0,1,0.263157895,0,0
5909329,Yes,Yes,Yes,Yes,Yes,Yes,No,0.16,headphones,computer,Desktop or Laptop,Mac OS,Safari,1438x948,1,63,m,British,UK,no,bachelors,English,British,Southern,,,no,none,,,German,,0,0,0,0,0,0,none,,,12,0,0,8,0,1,4,0,1,0.923076923,0.307692308,0,0
5909763,Yes,Yes,Yes,Yes,Yes,Yes,No,0.5,headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x821,1,35,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,German,,0,0,0,0,0,0,none,,,12,0,0,2,0,0,12,0,0,1,0.076923077,0,0
5900993,Yes,Yes,Yes,Yes,Yes,Yes,No,0.13,no_headphones,computer,Desktop or Laptop,Windows,Firefox,1366x615,0,41,m,American,UK,yes,masters,English,American,,,,no,none,,,none,,0,0,0,0,0,0,none,,,8,0,0,8,0,0,5,0,0,1,0.380952381,0,0
5758767,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x789,1,29,f,British,UK,no,masters,English,British,Southern,,,no,none,,,German,,0,0,0,0,0,0,none,,,6,0,0,8,0,0,6,0,0,1,0.4,0,0
5998960,Yes,Yes,Yes,Yes,Yes,Yes,No,0,headphones,computer,Desktop or Laptop,Windows,Chrome,1920x1089,1,29,m,British,Germany,yes,doctorate,English,British,Southern,,,no,none,,,Dutch,,0,0,0,0,0,0,none,,,7,0,2,9,0,1,4,0,1,0.833333333,0.375,0,0
5914367,Yes,Yes,Yes,Yes,Yes,Yes,No,0.02,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1439x796,1,33,m,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,4,0,0,8,0,0,0.96,0.16,0,0
6029761,Yes,Yes,Yes,Yes,Yes,Yes,No,0.12,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1278x640,1,25,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,5,0,0,12,0,0,1,0.172413793,0,0
5884960,Yes,Yes,Yes,Yes,Yes,Yes,No,0.66,earphones,mobile,Apple iPhone,iOS,Mobile Safari,667x331,1,18,f,American,UK,yes,secondary,English,American,,,,no,none,,,Chinese,Mandarin,0,0,0,0,0,0,none,,,12,0,1,5,0,0,12,0,1,0.935483871,0.161290323,0,0
